"MaStR-Nr.";"Status";"Anzeige-Name";"Energieträger";"Standort";"Bruttoleistung in kW";"Nettonennleistung in kW";"Hauptbrennstoff/Lage";"Inbetriebnahmedatum";"Technologie";"Anlagenbetreiber";"Zur Einheit registriert";"Netzbetreiber";"Spannungsebene";"EEG Inbetriebnahmedatum";"Zuschlag (EEG-Ausschreibung)";"Thermische Nutzleistung in kW";"Nutzbare Speicherkapazität in kWh";"Genehmigungsbehörde";"Aktenzeichen der Genehmigung";"Genehmigungsdatum";"Meldedatum der Genehmigung";"Meldedatum";"Letzte Aktualisierung";"Zugeordnete Migrationseinheit";"Statistik";"NB-Prüfung"
"SEE912833037965";"In Betrieb";"R-70113";"Wind";"15848 Rietz-Neuendorf
Falkenberger Straße
Deutschland";"1.500";"1.500";"Windkraft an Land";"20.09.2002";"Horizontalläufer";"PROKON Regenerative Energien eG";"EEG961951520859";"E.DIS Netz GmbH (SNB941690671609)";"Hochspannung";"20.09.2002";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE971312698721";"In Betrieb";"Stromspeicher";"Speicher";"55130 Mainz
Deutschland";"9";"9";"";"09.07.2019";"";"natürliche Person (ABR958104674200)";"EEG928370400674
SSE931672870793";"Mainzer Netze GmbH (SNB959523885956)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"09.07.2019";"";"";"19,5";"";"";"";"";"11.07.2019";"14.07.2019";"";"B";"Ungeprüft"
"SEE937717613080";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"27721 Ritterhude
Deutschland";"4,96";"4,2";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11.07.2019";"";"natürliche Person (ABR991365766024)";"EEG921202340902";"Osterholzer Stadtwerke GmbH & Co. KG (SNB959255155907)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"11.07.2019";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"B";"Ungeprüft"
"SEE979941747735";"In Betrieb";"Talsperre Gottleuba, Kleinwasserkraftanlage 10 kW";"Wasser";"01816 Bad Gottleuba-Berggießhübel
Deutschland";"15";"10";"";"31.05.1995";"";"Landestalsperrenverwaltung des Freistaates Sachsen";"";"ENSO Netz GmbH (SNB968914838013)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"11.07.2019";"12.07.2019";"";"A";"Ungeprüft"
"SEE937485009139";"In Betrieb";"Albstr13/2";"Solare Strahlungsenergie";"72127 Kusterdingen
Deutschland";"8,26";"8,2";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"13.07.2019";"";"natürliche Person (ABR967790310453)";"EEG905285502808";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"13.07.2019";"";"";"";"";"";"";"";"13.07.2019";"13.07.2019";"";"B";"Ungeprüft"
"SEE923178739827";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"63110 Rodgau
Deutschland";"6";"4,6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"09.09.2010";"";"natürliche Person (ABR921057592952)";"EEG926391892300";"e-netz Südhessen GmbH & Co. KG (SNB956958990736)";"";"09.09.2010";"";"";"";"";"";"";"";"11.07.2019";"01.08.2019";"";"A";"Abgeschlossen"
"SEE924410880871";"In Betrieb";"PV Rachel Zuzenhausen";"Solare Strahlungsenergie";"74939 Zuzenhausen
Deutschland";"7,83";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"21.02.2019";"";"natürliche Person (ABR975106920715)";"EEG929697267360";"Syna GmbH (SNB918250928893)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"21.02.2019";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"B";"Ungeprüft"
"SEE941026248864";"In Planung";"BHKW 6";"Biomasse";"37586 Dassel
Deitersen Flur2: 7/1";"901";"901";"Biogas (vor Ort verstromt)";"";"Verbrennungsmotor";"Henne Energie GbR";"SGE917220404092";"TenneT TSO GmbH (SNB970033313272)";"Mittelspannung";"";"";"";"";"LK NOM";"VI.1-BI-02589/11";"06.02.2012";"18.02.2019";"11.07.2019";"11.07.2019";"";"A";""
"SEE944243449526";"In Betrieb";"1";"Solare Strahlungsenergie";"82223 Eichenau
Deutschland";"8,6";"8,6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"21.11.2012";"";"natürliche Person (ABR910062720702)";"EEG971859838819";"KommEnergie GmbH (SNB986580518855)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"10.12.2012";"";"";"";"";"";"";"";"11.07.2019";"06.08.2019";"";"A";"Ungeprüft"
"SEE912023493694";"In Betrieb";"Haudach";"Solare Strahlungsenergie";"85467 Neuching
Deutschland";"5";"5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"15.06.2011";"";"natürliche Person (ABR930574637138)";"EEG973092614458";"SEW Stromversorgungs GmbH (SNB950960779068)";"";"15.06.2011";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Abgeschlossen"
"SEE975536275393";"In Betrieb";"R-70138";"Wind";"15848 Rietz-Neuendorf
Falkenberger Straße
Deutschland";"1.500";"1.500";"Windkraft an Land";"15.11.2002";"Horizontalläufer";"PROKON Regenerative Energien eG";"EEG932057394262";"E.DIS Netz GmbH (SNB941690671609)";"Hochspannung";"15.11.2002";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE978188848267";"In Betrieb";"Hausdach01";"Solare Strahlungsenergie";"53578 Windhagen
Deutschland";"10,23";"10,23";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"23.12.2007";"";"natürliche Person (ABR949789602886)";"EEG978583453899";"Syna GmbH (SNB918250928893)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"06.12.2007";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE957379381868";"In Betrieb";"Halle 22";"Solare Strahlungsenergie";"88239 Wangen
Anton-Waldner-Straße 10
Deutschland";"396,175";"325";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"25.04.2018";"";"WALDNER Grundstücks GmbH & Co.KG";"EEG904124409407";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"25.04.2018";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE908248639375";"In Betrieb";"Hausdach";"Speicher";"74632 Neuenstein
Deutschland";"3";"3";"";"29.05.2019";"";"natürliche Person (ABR938197066014)";"EEG966031234084
SSE904280153299";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"29.05.2019";"";"";"5";"";"";"";"";"11.07.2019";"11.07.2019";"";"B";"Ungeprüft"
"SEE952485458633";"In Betrieb";"KDP";"Solare Strahlungsenergie";"37434 Bilshausen
Deutschland";"6,62";"6,62";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"28.09.2011";"";"natürliche Person (ABR987825431557)";"EEG973770994186";"EnergieNetz Mitte GmbH (SNB971311555230)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"28.09.2011";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE965136455318";"In Betrieb";"R-70138";"Wind";"15848 Rietz-Neuendorf
Falkenberger Straße
Deutschland";"1.500";"1.500";"Windkraft an Land";"08.10.2002";"Horizontalläufer";"PROKON Regenerative Energien eG";"EEG986439000920";"E.DIS Netz GmbH (SNB941690671609)";"Hochspannung";"08.10.2002";"";"";"";"";"";"";"";"11.07.2019";"01.08.2019";"";"A";"Ungeprüft"
"SEE934038123816";"In Betrieb";"Speicher Rachel Zuzenhausen";"Speicher";"74939 Zuzenhausen
Deutschland";"3,3";"3,3";"";"21.02.2019";"";"natürliche Person (ABR975106920715)";"EEG908274450487
SSE997816478959";"Syna GmbH (SNB918250928893)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"21.02.2019";"";"";"5,9";"";"";"";"";"11.07.2019";"11.07.2019";"";"B";"Ungeprüft"
"SEE926734987885";"In Betrieb";"MH - Hausdach";"Solare Strahlungsenergie";"25856 Hattstedt
Deutschland";"10";"10";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"20.07.2016";"";"natürliche Person (ABR973596671926)";"EEG988454886428";"Stadtwerke Husum Netz GmbH (SNB950336540445)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"20.07.2016";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE954113587050";"In Betrieb";"Pv Anlage";"Solare Strahlungsenergie";"01705 Freital
Deutschland";"9,92";"7,68";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11.07.2019";"";"natürliche Person (ABR914735147971)";"EEG901620335742";"FREITALER STROM + GAS GMBH (SNB982241851170)";"";"11.07.2019";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"B";"Abgeschlossen"
"SEE937145817890";"In Betrieb";"H.Haas";"Solare Strahlungsenergie";"94133 Röhrnbach
Deutschland";"28,6";"28,5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"13.08.2009";"";"natürliche Person (ABR930060540676)";"EEG915530619984";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"13.08.2009";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE900839467268";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"69242 Mühlhausen
Deutschland";"10,62";"10";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"16.10.2009";"";"natürliche Person (ABR910053207793)";"EEG928948125312";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"16.10.2009";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE953730295959";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"63322 Rödermark
Deutschland";"4,81";"4,81";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"24.09.2008";"";"natürliche Person (ABR977882593411)";"EEG980646920422";"e-netz Südhessen GmbH & Co. KG (SNB956958990736)";"";"24.09.2008";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Abgeschlossen"
"SEE986199327602";"In Planung";"BHKW 7";"Biomasse";"37586 Dassel
Deitersen Flur2: 269";"1.500";"1.500";"Biogas (vor Ort verstromt)";"";"Verbrennungsmotor";"Henne Energie GbR";"SGE980000937509";"TenneT TSO GmbH (SNB970033313272)";"Mittelspannung";"";"";"";"";"LK NOM";"VI.1-BI-01267/13";"19.09.2014";"18.02.2019";"11.07.2019";"11.07.2019";"";"A";""
"SEE949435062255";"In Betrieb";"Föhrenweg3";"Solare Strahlungsenergie";"82223 Eichenau
Deutschland";"4,55";"4,2";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"01.11.2008";"";"natürliche Person (ABR956569540832)";"EEG958550750930";"KommEnergie GmbH (SNB986580518855)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"01.11.2008";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE945968418569";"In Betrieb";"PV-Anlage";"Solare Strahlungsenergie";"63755 Alzenau
Deutschland";"8,55";"8";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"21.02.2018";"";"natürliche Person (ABR996341022712)";"EEG927743074481";"Energieversorgung Alzenau GmbH (SNB913576376151)";"";"21.02.2018";"";"";"";"";"";"";"";"11.07.2019";"06.08.2019";"";"A";"Abgeschlossen"
"SEE967724696684";"In Betrieb";"Stalldach";"Solare Strahlungsenergie";"94474 Vilshofen
Deutschland";"9";"9";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"27.11.2008";"";"natürliche Person (ABR962080660102)";"EEG991753074250";"Stadtwerke Vilshofen GmbH (SNB967967636034)";"";"27.11.2008";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Abgeschlossen"
"SEE948773822514";"In Betrieb";"OM ehemals Tensol";"Solare Strahlungsenergie";"06628 Lanitz-Hassel-Tal
Obermöllern
Deutschland";"284";"284";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"30.06.2012";"";"Landhof Hasseltal GmbH";"EEG990747200743";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"Mittelspannung";"03.06.2012";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE959034234717";"In Betrieb";"PV-Anlage Reuteweg";"Solare Strahlungsenergie";"87770 Oberschönegg
Deutschland";"7,5";"7";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"18.07.2014";"";"Ehrmann GmbH Oberschönegg im Allgäu";"EEG946372128747";"LEW Verteilnetz GmbH (SNB911705062982)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"18.07.2014";"";"";"";"";"";"";"";"19.07.2019";"19.07.2019";"";"A";"Ungeprüft"
"SEE983061958940";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"07924 Crispendorf
Deutschland";"9,3";"7,6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"18.06.2019";"";"natürliche Person (ABR972215603539)";"EEG966172268610";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"18.06.2019";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"B";"Ungeprüft"
"SEE903569075499";"In Betrieb";"PV-Anlage Wohnhaus";"Solare Strahlungsenergie";"91710 Gunzenhausen
Deutschland";"13";"12";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"08.12.2011";"";"natürliche Person (ABR933248974911)";"EEG990400651219";"Stadtwerke Gunzenhausen GmbH (SNB953794435957)";"";"08.12.2011";"";"";"";"";"";"";"";"12.07.2019";"15.07.2019";"";"A";"Abgeschlossen"
"SEE916217793164";"In Betrieb";"Dach";"Solare Strahlungsenergie";"74388 Talheim
Deutschland";"9,3";"7";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11.07.2019";"";"natürliche Person (ABR989348271931)";"EEG907264535227";"NHL Netzgesellschaft Heilbronner Land GmbH & Co. KG (SNB978108787379)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"11.07.2019";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"B";"Ungeprüft"
"SEE987993789689";"In Betrieb";"Friedrich-Hacker-Str.10";"Solare Strahlungsenergie";"84489 Burghausen
Deutschland";"16,32";"12,3";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"24.05.2007";"";"BOSL GmbH";"EEG946495276707";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"24.05.2007";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE930952299088";"In Betrieb";"DachWohnhaus";"Solare Strahlungsenergie";"36320 Kirtorf
Deutschland";"11,07";"10,35";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"31.12.2010";"";"natürliche Person (ABR934769980733)";"EEG909508636615";"ovag Netz GmbH (SNB969534177940)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"31.12.2010";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE945912810906";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"21354 Bleckede
Deutschland";"4,2";"4,2";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"05.03.2010";"";"natürliche Person (ABR912866234331)";"EEG916861630990";"Energieversorgung Dahlenburg-Bleckede AG (SNB932388577952)";"";"05.03.2010";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Abgeschlossen"
"SEE994740023071";"In Betrieb";"Sonnenschein GbR2";"Solare Strahlungsenergie";"29439 Lüchow
Schulweg 1
Deutschland";"44,8";"32,2";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"20.06.2003";"";"Sonnenschein GbR 2";"EEG973550240083";"Avacon Netz GmbH (SNB990362338043)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"20.06.2003";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE974146691432";"In Betrieb";"Anlage Schulstrasse";"Solare Strahlungsenergie";"75196 Remchingen
Deutschland";"10,08";"10,08";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"06.03.2012";"";"natürliche Person (ABR945497602460)";"EEG919124934125";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"06.03.2012";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE997997326520";"In Betrieb";"Schuppendach";"Solare Strahlungsenergie";"52385 Nideggen
Deutschland";"5,4";"5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"01.06.2019";"";"natürliche Person (ABR917614908281)";"EEG963058885886";"Westnetz GmbH (SNB921897286493)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"01.06.2019";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"B";"Ungeprüft"
"SEE929952126548";"In Betrieb";"R-70133";"Wind";"15848 Rietz-Neuendorf
Falkenberger Straße
Deutschland";"1.500";"1.500";"Windkraft an Land";"04.11.2002";"Horizontalläufer";"PROKON Regenerative Energien eG";"EEG960174488588";"E.DIS Netz GmbH (SNB941690671609)";"Hochspannung";"04.11.2002";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE924695019355";"In Betrieb";"TiKa WEA3";"Wind";"26629 Großefehn
Strackholt Das Gebiet befindet sich in einer
Flurbereinigung.
Vor Flurbereinigung:
Gemarkung Strackholt, Flur 1, Flurstück 66/3
Vorl. Flurstückangaben im Zuge der
Flurbereinigung:
Gemarkung Strackholt, Flur 21, Flurstück 45,
Gemarkung Strackholt";"3.000";"3.000";"Windkraft an Land";"30.06.2017";"Horizontalläufer";"Windpark Timmeler Kampen GmbH & Co. KG";"EEG950772838748
SGE922670171883";"EWE NETZ GmbH (SNB951051725711)";"Mittelspannung";"30.06.2017";"";"";"";"Landkreis Aurich";"IV-60-50-1052/2016";"28.12.2016";"10.07.2019";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE995352939217";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"59427 Unna
Deutschland";"4,32";"4,1";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"02.01.2004";"";"natürliche Person (ABR910111353905)";"EEG904678114123";"Stadtwerke Unna GmbH (SNB944150243392)";"";"02.01.2004";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Abgeschlossen"
"SEE977869027243";"In Betrieb";"Batterie Solar";"Speicher";"03053 Cottbus
Deutschland";"1,6";"1,6";"";"17.04.2018";"";"natürliche Person (ABR914750226576)";"EEG987320342525
SSE923564043897";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"17.04.2018";"";"";"3";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE901777090716";"In Betrieb";"Photovoltaik Hausdach";"Solare Strahlungsenergie";"78269 Volkertshausen
Deutschland";"7,83";"7,83";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"29.08.2018";"";"natürliche Person (ABR910484057592)";"EEG919834856175";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"29.08.2018";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE976384265864";"In Betrieb";"CSOLOSOLAR";"Solare Strahlungsenergie";"63110 Rodgau
Deutschland";"3,6";"3,57";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"04.09.2014";"";"natürliche Person (ABR975279670387)";"EEG982546662280";"e-netz Südhessen GmbH & Co. KG (SNB956958990736)";"";"04.09.2014";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Abgeschlossen"
"SEE916646606325";"In Betrieb";"R-70116";"Wind";"15848 Rietz-Neuendorf
Falkenberger Straße
Deutschland";"1.500";"1.500";"Windkraft an Land";"25.09.2002";"Horizontalläufer";"PROKON Regenerative Energien eG";"EEG923346157361";"E.DIS Netz GmbH (SNB941690671609)";"Hochspannung";"25.09.2002";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE928663407717";"In Betrieb";"Hausdach-Solaranlage";"Solare Strahlungsenergie";"87527 Ofterschwang
Deutschland";"22,23";"22,23";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"30.03.2012";"";"natürliche Person (ABR972193717372)";"EEG945505969844";"AllgäuNetz GmbH & Co. KG (SNB926394308747)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"23.04.2012";"";"";"";"";"";"";"";"15.07.2019";"15.07.2019";"";"A";"Ungeprüft"
"SEE986373853743";"In Betrieb";"Milchstraße 9 Gera";"Solare Strahlungsenergie";"07552 Gera
Milchstraße 9
Deutschland";"89,25";"89,25";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"26.03.2015";"";"natürliche Person (ABR920552718126)";"EEG957336207910";"GeraNetz GmbH (SNB948816192529)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"26.03.2015";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE938825785379";"In Betrieb";"BYD B-Box";"Speicher";"32369 Rahden
Deutschland";"6,4";"2,5";"";"10.07.2019";"";"natürliche Person (ABR903936967723)";"EEG944548146915
SSE979810631721";"Westnetz GmbH (SNB921897286493)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"10.07.2019";"";"";"6,4";"";"";"";"";"11.07.2019";"11.07.2019";"";"B";"Ungeprüft"
"SEE951002183904";"In Betrieb";"R-70114";"Wind";"15848 Rietz-Neuendorf
Falkenberger Straße
Deutschland";"1.500";"1.500";"Windkraft an Land";"06.11.2002";"Horizontalläufer";"PROKON Regenerative Energien eG";"EEG947419881601";"E.DIS Netz GmbH (SNB941690671609)";"Hochspannung";"06.11.2002";"";"";"";"";"";"";"";"11.07.2019";"01.08.2019";"";"A";"Ungeprüft"
"SEE920592556436";"In Betrieb";"Kartoffelhalle 10 KW Direkteinspeiser";"Solare Strahlungsenergie";"82284 Grafrath
Deutschland";"10,07";"10";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"31.12.2010";"";"natürliche Person (ABR990467072347)";"EEG998898156568";"Stadtwerke Fürstenfeldbruck GmbH (SNB985701689504)";"";"31.12.2010";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Abgeschlossen"
"SEE910318972664";"In Betrieb";"PV-Anlage Stalldach I";"Solare Strahlungsenergie";"88263 Horgenzell
Schachen 3 1
Deutschland";"30,36";"30,36";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"15.07.2009";"";"natürliche Person (ABR908395612573)";"EEG919985213230";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"15.07.2009";"";"";"";"";"";"";"";"15.07.2019";"15.07.2019";"";"A";"Ungeprüft"
"SEE936689590962";"In Betrieb";"MR62";"Solare Strahlungsenergie";"84034 Landshut
Deutschland";"23,52";"8,3";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"30.06.2010";"";"natürliche Person (ABR921486201722)";"EEG928946191470";"Stadtwerke Landshut (SNB928992067729)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"30.06.2010";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE948293403743";"In Betrieb";"MH - Speicher";"Speicher";"25856 Hattstedt
Deutschland";"2.250";"10";"";"20.07.2016";"";"natürliche Person (ABR973596671926)";"EEG902256045807
SSE938797620852";"Stadtwerke Husum Netz GmbH (SNB950336540445)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"20.07.2016";"";"";"10";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE932731305249";"In Betrieb";"H.Haas";"Solare Strahlungsenergie";"94133 Röhrnbach
Deutschland";"29,2";"28";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"30.09.2008";"";"natürliche Person (ABR930060540676)";"EEG946949832404";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"30.09.2008";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE988970876903";"In Betrieb";"TiKa WEA4";"Wind";"26629 Großefehn
Strackholt Das Gebiet befindet sich in einer
Flurbereinigung.
Flurstückangaben vor Flurbereinigung:
Flur 1, Flurstück 54/1
Vorläufige Flurstückangaben im Zuge der
Flurbereinigung:
Flur 21, Flurstück 52/1,";"3.000";"3.000";"Windkraft an Land";"31.07.2017";"Horizontalläufer";"Windpark Timmeler Kampen GmbH & Co. KG";"EEG998023086951
SGE922670171883";"EWE NETZ GmbH (SNB951051725711)";"Mittelspannung";"31.07.2017";"";"";"";"Landkreis Aurich";"IV-60-50-1052/2016";"28.12.2016";"10.07.2019";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE916986823772";"In Betrieb";"R-70115";"Wind";"15848 Rietz-Neuendorf
Falkenberger Straße
Deutschland";"1.500";"1.500";"Windkraft an Land";"26.09.2002";"Horizontalläufer";"PROKON Regenerative Energien eG";"EEG974780675300";"E.DIS Netz GmbH (SNB941690671609)";"Hochspannung";"26.09.2002";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
